Datetime,text,label
2022-02-15,이건 나도 진짜 많이 생각했는데 우리가 그냥 소신투표 계속하면 맨날 표 분산돼서 2등만 하게 되는 당이 주도하여 법개정 되는 거 아닐까 싶어 남은 인생에 투표 몇 번이나 더 하겠냐 난 이제 소신투표 외길인생이야,1
2022-02-15,투표현황 알려주실분 아니다 소신투표할게요,0
2022-02-15,나 진짜 대선 누구뽑지 걍 소신투표 해야되나,0
2022-02-15,초록야구잠바 정국이에게 소신투표,1
2022-02-15,제 탐라에는 많습니다 각자 소신투표니까 그러려니 하고 싶지만 좀 이상하긴 하죠,0
2022-02-15,애초에 페미니스트면 윤석열이 되게 두는게 더 말이 안되지않냐 소신투표도 다른후보들이 어느정도 기본이 된사람일때하는거지 똥같은사람이 대선후보라고 올라온마당에 왜케 위험부담을 안을라그럼 나 진짜 윤석열되고 여가부 어쩌고 하면서 복지사업 다 빼고 뒷돈챙겨먹을까봐 걱정이다,0
2022-02-15,솔직히 윤씨나 국힘이 이 정도로 버러지 같지 않았으면 소신투표 하자고 심 뽑으면 심 된다고 할텐데 현실이 진짜 암담하네요,0
2022-02-15,우와 대툥령 진짜 누구 뽑아야해 우와 아니 그래도 소신투표는 할건데 이게 우오,0
2022-02-15,뭐 이낙연이었으면 나는 마음놓고 민주당 거들떠도 안보고 소신투표하긴 했겠다,0
2022-02-15,찍을사람이 하나도 없다고는 생각하지 않는데 괜찮은 군소 후보가 있는줄도 모르게 거대양당 잘쳐줘봐야 상위 4개 당 후보만 조명해주는게 문제라고 생각해요 이번 대선같은 경우는 지지율도 접전이라 알아도 맘놓고 소신투표 못하게 생겼구요,0
2022-02-15,소신 투표하세요 소신으로 이재명 찍는다ㅋㅋ,0
2022-02-15,정의당 고인물당원인데 빙신이 안 뽑힌다는 보장이 있어야 소신 투표를 하는데 언론들 개짱나네,0
2022-02-15,하핳 페잉에 스티커 관련으로 좋은말 해주셔서 감사해용 그래도 작은게 좋으신분들이 소신투표할 수 있게 답장은 하지않을게용 ㅈㄴ 알라뷰,0
