Datetime,text,label
2022-02-22,#자캐 이름 최다 득점자 소원 이야 1 3기 자캐들만 모으면 아무도 모를듯 ㅇㄱ ㅁㅇ ㅇㅌ 66ㅎ ㅍㅊㅋ ㅁㅇㅇ ㅅㄹㄹ ㅋㅅㅌㄹ ㄷ ㄹㅇㄴ ㅎㄱㅇ ㅎㅇㅅ ㅊㅅㅌ ㅇㅅㅋ ㅇㅅㄹ ㅅㅁㅋㄹ ㅁㄷㄹㅋ ㄴㅇㄹ ㅅㅎ ㅎㅅㅇ ㅇㅇ ㅂㅅㄹㅅㅋ ㅋㅇㅇㅌ ㄷ ㄹㅅ ㄱㄹㅍ ㄴㅇㅌ ㄱㄱ ㅁㄴ ㅅㅁㅂㄱ,0
2022-02-22,#자캐 이름 최다 득점자 소원 ㅇㅇㅇ ㅇㅌㅋㄹㅅㅌ 수향 ㅅㄹㅇ ㅁㄹㅇㄴ ㅁㄹ 크라운 ㅍㄹㄹ S ㅁㄴㅇㅌ ㄴㅎㄹ ㄹㅇ ㅂㄹㅆ ㅂㄴㅁㄹ ㅅㅇㄴ ㄴㅇ ㅂㅇㄹㅅ ㅇㅅㄹ 아이비 ㅁㄹㅍㅅ ㅇㄹ ㄹㄹ ㅎㄹㅇ 허리나 한소정 ㅁㄹㅋ ㄹㅇ 최수현 한해솔 ㅈㅅ합니다 ㅎ,1
2022-02-22,ㅇㅅㄹ진짜 무식이 철철흐른다 ㅂㄱㅎ보던느낌,0
2022-02-22,#자캐 이름 최다 득점자 소원 ㅇㅈㅅ ㄴㄱㅈㅎ ㄱㅂㅊ ㅈㅎㅇ ㅂㅇㅊ ㄱㅈㅂ ㅁㄷㅊ ㅂㅅㅇ ㄹㅅㅇ ㄱㅊㄱ ㅋㅅㅂㄹㅇㅋㅁ ㅇㅅㄹ ㅊㅈㅇ ㅊㅎㄹ ㄱㅇㅅ,0
2022-02-22,#자캐 이름 최다 득점자 소원 ㅇㅇㅇ ㅇㅌㅋㄹㅅㅌ ㅅㅎ ㅅㄹㅇ ㅁㄹㅇㄴ ㅁㄹ ㅋㄹㅇ ㅍㄹㄹ S ㅁㄴㅇㅌ ㄴㅎㄹ ㄹㅇ ㅂㄹㅆ ㅂㄴㅁㄹ ㅅㅇㄴ ㄴㅇ ㅂㅇㄹㅅ ㅇㅅㄹ ㅇㅇㅂ ㅁㄹㅍㅅ ㅇㄹ ㄹㄹ ㅎㄹㅇ ㅎㄹㄴ ㅎㅅㅈ ㅁㄹㅋ ㄹㅇ ㅊㅅㅎ ㅎㅎㅅ,1
2022-02-22,#자캐 이름 최다 득점자 소원 이거 다 맞추는 사람이 있을까 트위터에 언급한캐들만 모앗어요 ㅂㄹ ㅇㅅㄹ ㅈ ㄹ ㅇㅅㅇ ㄹㅇㄴ ㅅㅇㅌ ㅅㅇㅌ ㅋㅅㅇ ㄹㅇㄴ ㅎㅂㄴ ㅅㄹㄴ ㅇㅅㅌ ㅇ ㅎ ㅎㅅㅇ,0
2022-02-22,#자캐 이름 최다 득점자 소원 커뮤완주한애들만적을개 ㅂㅌ ㅅㄹㄴ ㅍㄹㅍㄹㅌ ㅂㅂㄴ ㅅㄹㅅ ㅇㅍㅋㄹㅇ ㅅㅎㅅㄹ ㅅㄹㄷ ㅍㄹㄹㅅ ㅂㄹㅋ ㅍㄹㄹㅇ ㅋㄹㅍ ㅅㅍㅇ ㅂㄹㅅ ㅇㅁㄹ ㅈㅇㅂㄴ ㅇㅌ ㅂㄹㅎ ㅈㄴ ㄹㅈㅁㄹ ㅅㅈㅋ ㅎㅋㄹ ㅁㄴ ㅇㅅㄹ ㅊㅅㄷ,0
2022-02-22,#자캐 이름 최다 득점자 소원 ㅎㄴㅇ ㄱㅁㅇ ㅊㅎㅈ ㅎㅇㄹ ㅇㅅㄹ ㄱㅅㅎ ㅈㄷㅇ ㅈㄱㄹ ㅋㅋ ㅇㅇㅋ ㅂㅅㅎ ㄱㅇㅇ ㅈㄷㅎ ㅋㅇㅌ ㅇㅊㅇ 두명빼고 다 세글자야 ㅋ ㅋㅋㅋㅋㅋㅋㅋ,0
2022-02-22,이제야 겨우엔딩 한개반을 본사람의 와 잡는사람많겠다 목록 ㅋㄴ ㅇㅅㄹ ㅇㅌ ㅇㅊㄱ 순서였다,1
2022-02-22,#자캐 이름 최다 득점자 소원 ㅈㅎㅇ ㅂㅅ ㅇㄷ ㅋㅇㄷ ㄹㅅ ㄹㅅㅇ ㄴㅇ ㅎㅇㅌ ㅅㄴㅇ ㅇㅂㄴ ㅇㄷ ㅎㅇㅌ ㅇㄷㅎ ㅇㅅㅎ ㅇㅇㅈ ㅎㄴ ㅇㄹㅂㅅ ㅇㅇㄴㅇ ㅇㅅㄹ ㄹㅊ ㅌㅇㅎㄹ ㅇㅎ ㅈㄴㅂㅂ ㅇㅈㅇ ㅇㅂㄹㄴ ㄷ ㄹㅅㄹㅅ ㄷㅎㅇ ㄷㅎㅈ ㅇㄹㅇ ㅎㅇㅌ ㄹㄹㄹㅈ ㅎㅇㅌ,0
