Datetime,text,label
2022-02-23,윤석열 후보 김대중 대통령님 생가 하의도 방문 보수정당 후보로는 하의도 첫 방문,0
2022-02-23,윤석열 연설 대구에서 호남이 잘 되는것이 영남이 잘 되는것이라 말하고 목포에서 영남이 잘 되는것이 호남이 잘 되는 것이라 말하는 화합의 메시지 이재명 연설 호남에서는 호남이 차별받는다 말하고 영남에서는 영남이 역차별 받는다 말하고 충남에서는 수도권이 니들한테 해준게 뭐냐며 이간질,0
2022-02-23,내가 보기엔 윤석열이나 당신 따위가 거론할 인물이 아니다 어디서 굴러먹던 국민중심당 따위가 함부로 까부노,1
2022-02-23,뉴스공장 김건희집 출퇴근 무당 있어 ㅋㅋㅋ #윤석열 #화이팅,1
2022-02-23,아이 좋아라 그래 토리야 니가 알고있는 그 산책이야,1
2022-02-23,나라구하기 10일째 2022년 2월24일 목 D 13 이재명 일일소식지 재명이네 뉴스룸 제42호 무술감독 정두홍도 이재명 대장동은 윤석열 게이트 소상공인 방역지원금 300만원 지급 시작,0
2022-02-23,트민남들 이때다 싶어서 의기양양해지는 거 너무 싫은데 어쩌겠어 상대가 윤석열인데,0
2022-02-23,대선 D 14 구글 트랜드와 네이버 검색 트랜드 빅데이터 선거 예측 시스템 이재명 43 0 윤석열 39 5 대선 예상 득표 빅데이터 3대 요인 대선토론회 검색량 이재명 100 vs 윤석열 64 본부장 리스크 각종 혐의 윤석열 부친 집 매입 사전모의 녹취록 윤석열이 관련된 부정적 검색량,0
2022-02-23,어떻게 보면 후보도 소년공 출신이라서 계급배반하곤 거리가 있을 듯 다만 거대양당을 기반으로 했음에도 이재명의 지지층이 반윤석열 쪽보단 스펙트럼이 다양한 감은 있음 대통령 당선 조건 중 하나인 균등하게 분포된 지지자의 다양성은 어느 정도 충족한단 느낌임,0
2022-02-23,정치라는 게 국민이 편하게 생활 할수 있도록 제반의 사항을 편리하게 고쳐주는 역할을 하는 건데 저걸 보면 진짜 정치인은 안철수 뿐이다 대통령을 하는데 아무 준비도 없이 대통령 하겠다고 덥석나서는 오만방자 무식한 윤석열 기축통화도 모르면서 자기가 경제 대통령이라는 정신병자 이재명,0
2022-02-23,울 토리 산책 나간다고 신났어 덩달아 엄빠도 행복한 미소 가득일거 같아,1
2022-02-23,대장동 3억5천 투자해 1조 수익 윤석열 발언 대체로 거짓 윤석열은 거짓말 세계 챔피온이다 그의 입에서 나오는 말중에 거짓말 아닌것이 뭐가 있을까 김건희와 쌍둥이 처럼 닮았다 정의가 무엇이고 공정이 무엇인지를 가르쳐 줘야 제대로 된 나라다 윤석열 아웃,0
2022-02-23,윤석열 취재 아크로비스타 1704호의 비밀 1704호 등기 소유자 단독인터뷰 또 삼부토건 출처,0
2022-02-23,아니아까 큰도로에 윤석열버스있는거보고 뭐야 ㅅㅂ 햇는데 회사바로앞에 이재명잇음 ㅅㅂ아,0
2022-02-23,국민의힘이 추경 반대하는거 이재명이 따졌더니 윤석열이 손실보상 제대로 크게할라구 그랬다고 늘어놓음 아니 아저씨 방금 전엔 아무 말도 안했잖아요,0
2022-02-23,신나 신나,1
2022-02-23,윤석열 취재 쥴리와 총리 그녀의 화려한 인맥 20대에 재벌 검찰 권력과 연결되어 30대에 국무총리 지낸 사람과 사 제 아들에게 왜 이러세요 출처,0
2022-02-23,사람마음 쉽게 안바뀐다 유권자가 지지자를 바꾸는 것도 마찬가지다 지지율이 들쭉날쭉하는 것은 여론조작일 뿐이다 대세는 윤석열이다 지금 그 흐름을 바꾸는 방법은 없다,0
2022-02-23,3시 썰전라이브 권은희 단일화 협상 시간 종료 윤석열이 만나자 제안해도 무의미 출처 JTBC 네이버 뉴스,0
2022-02-23,맞아요 하버드 나온 이준석이나 검찰총장 했다는 윤석열이나 최재형도 그렇고 커리어만 그럴듯하지 언행이 텅 빈 깡통 같아요 국힘은 예전엔 그럴듯함 명분과 대의 이념이라도 있었는데 이번엔 여성혐오 말고 다른 공약에서 드러나는 철학이나 이념이 없는 것 같아요,0
2022-02-23,윤석열과 국민의짐들아 들었느냐 특히 조선일보개집단은 어찌생각하나 쓰레기들이 사회를 국민을 우롱하고있다,1
2022-02-23,2번엔 국민이 키운 #윤석열,1
2022-02-23,나가는것 너무좋아하죠 하루종일 밖에서 놀고싶어합니다,0
2022-02-23,저는 오히려 안철수가 단일화 할 생각만 있다면 이준석의 반간계 가 폭로된 덕분에 당당하게 호통치며 비싼 값받고 거래 할 타이밍이 다시 온거 같은데요 윤석열팀과 국힘의원들은 이준석 컨트롤 못한 책임져야죠,0
2022-02-23,이재명 행정수도 적임자 윤석열 김대중 정신 구현 #SBS뉴스,0
2022-02-23,단독 윤석열 캠프 조직 총괄 이영수 회장 10년 전부터 신천지 탈퇴자 관리 다음뉴스 한마디로 신천지 캠프로 밝혀지는 윤석열 후보의 캠프네,0
2022-02-23,거짓부렁에 말바꾸기가 몸에 밴 일베 RT 맞불 이준석 합당 제안은 맞지만 공천 얘긴 안해 #이준석 #이태규 #윤석열 #안철수 #합당 곽우신 기자,0
2022-02-23,이미 늦었단다 윤건영 진작에 이낙연 여니님으로 후보교체하라고 했잖아 그럼 정권재창출이 되었지 이낙연 윤석열 모두 문재인 정부 초대 최장수 국무총리 검찰총장 출신이잖아 싸우면 누가 이겼겠니 윤건영 이대론 대선 승리 장담 못 해 극한 위기감,0
2022-02-23,윤석열 빡빡한 일정속에 배타고 3시간 들어가야하는 김대중대통령 생가 방문 태도가 본질,0
2022-02-23,윤석열 후보의 승리는 한국의 대북 접근에 대한 변화를 의미하기 때문에 매우 중요한 사건이 될 것 이라며 이런 상황이 펼쳐진다면 북한은 남북관계에서 우위를 점하기 위해 올해 후반이나 향후 몇 년 안에 한국을 직접 도발하는 방안을 고려할 수 있다 고 우려했다,0
2022-02-23,당선 가능성 윤석열 49 5 vs 이재명 41 9 오차범위 밖으로 벌어져 조원씨앤아이 출처 세계일보 네이버 뉴스,1
2022-02-23,요즘 아이들 밥자리를 자꾸 치워 버려 속상한데 길위의 아이들을 위한 정책에도 신경써주실 것 같네요 사람과 동물이 함께 조화를 이루며 살아가는 대한민국 만들어주세요,1
2022-02-23,노무현 분향소 훼손한 사람이 고발한 수사 누구 지시인가 MB때 승승장구한 윤석열 누구 지시 받았나 노무현 서거 후 부동산 업자가 전한 말은 국정원 사찰 문건 21건에 모두 윤석열 등장 좌파 수사 개시 타이밍 국정원 문건 충격적,0
2022-02-23,와우 아직도 문프님이라고 하는 정신병자들이 많네요 신기하다 윤석열 지지하는 저능아들보다 더 신기하네요 문재인 좋지요 사람은 하지만 사람문재인 아니고 정치인 문재인을 지지했던거라 정권교체 당하면 죄인임 그 상대후보도 키우고 할말이 없어야 함 개혁과제 앞에서는 특히 할말없어야,0
2022-02-23,윤석열 캠프 조직총괄 이영수의 정체 신천지 무당 굿 이단삼단 정도의 종교밥그릇 챙기기가 아니고 나라를 줏어먹으려는 사기꾼들 이야기 이영수 에덴성회,0
2022-02-23,이렇게 생생하게 얘기가되는데도 윤석열은 모른다 개검들 왜 중간발표를 안하냐 후보사퇴깜이다,0
2022-02-23,길냥 추운 날씨 잘 이겨내길 아빠만이 아니라 엄마도 신경이 쓰이는거 같은데,1
2022-02-23,은행 털어서 청년들 등쳐먹고 떼돈 번 놈들한테 물어 봐야지 딱봐도 어떤놈 이름 불까봐 온갖 협박을 했겠구만 뭘 그게 이재명이면 그냥 말하면 되는데 왜 그랬겠어 그게 윤석열이라는 합리적인 의심이 성립되는 것이지,0
2022-02-23,호남 민심 잡기 나선 윤석열 김대중 정신 계승해야 출처 JTBC 네이버 뉴스 개소리말고 전두환 모가지나 제물로 바쳐,0
2022-02-23,#윤석열 지지도 #고공 #이재명 지지도 #번지점프 수준 이미 오차 범위 벗어나,0
2022-02-23,오늘의 포인트 윤 걱정했던것보다 더 무식하다 이낙연 망치 눈엔 못만 보여 윤석열 걱정보다 더 무식 난폭 위험 다음뉴스,0
2022-02-23,이런 구상유취수준을 데리고 국정 참 잘 하겠다 ㅋ 윤석열 너 말야 이준석 측 배신자 있어 안철수 접게하겠다 제안했었다 출처 조선일보 네이버 뉴스,0
2022-02-23,윤석열 후보님 제 아들에게 왜 이러세요 #선라이즈는누구겁니까 출처,0
2022-02-23,바지 윤석열 추태 이준석 공적 자산인 국가 시스템을 사유화 하는 순간 죽는다 음이 양을 능가하면 죽는다 음지의 킹 메이커가 양지로 기어나오면 죽는다 과거에는 김어준이 선을 넘었는데 지금은 이준석이 선을 넘는다 진성 지지가 아닌 가성 지지가 투표 안 하는 세력을,0
2022-02-23,워딩 정확하네요 개미 피 빨아 착복한 김건희의 남편이자 현 국민의힘 20대 대선 후보 윤석열씨 사퇴하고 수사받고 본인이 말한 공정과 상식에 부합하시길,0
2022-02-23,나비 오빠야 나빳따 아깽이랑 같이 자주지 힝,0
2022-02-23,#윤석열 무식한게 국민 무서운 줄도 모르는구나 이재명 겁 없이 어디 건방지게 국민에게 달려드냐 다음뉴스,0
2022-02-23,장인수 기자 한동훈 휴대폰 뒷문으로 열다 윤석열도 못 믿은 한동훈 거짓말 출처,0
2022-02-23,윤석열과 국민의힘이 우리나라가 가야 될 길을 저렇게 막고 있다는 예시,1
2022-02-23,윤석열 장모 46억 대출은 검찰 봐주기 수사 의 대가 금감원 고발에도 불기소 처분 서기호 신유진 김어준의 뉴스공장 출처,0
2022-02-23,밤이되면 잠을 설치죠 신이 지구에 사람만 살라구 한적 없는데 저놈들 에게 맘써주시는 여리거니님 그리고 써니님 님ㅎㅎ 맘이쁜 분들 보기만해도 따뜻해요,1
2022-02-23,윤석열 저는 영남의 심장 대구 달성과 동성로에서 호남이 잘 되는 것이 대한민국이 잘 되는 것이고 영남이 잘 되는 것이라고 외쳤습니다 김대중 대통령의 정치적 고향인 이 목포에서도 저는 대구가 잘 되는 것이 목포가 잘 되는 것이고 대한민국 전체가 잘 되는 것이라고 여러분께 외칩니다,1
2022-02-23,그여지는 윤석열이 후보사퇴하고 안철수로 단일화 예기일거요,0
2022-02-23,파일의 내용은 모르지만 사실 뭐가 나와도 윤석열본인 부인 장모 보다 약한 걸텐데 안철수 후보도 이 기울어진 언론이 야속할 것 같아요,1
2022-02-23,WHO 백신허브 한국 선정 문 대통령 세계 5대 백신강국 현실로 다음뉴스 윤석열이 되면 세계 5대 백신 구걸국가가 될 것,1
2022-02-23,각종 미디어 유튭에서 단일화 박빙 떠드는데 개깐이 볼 때 선거 끝났다 박빙 아니고 500만 표 이상 윤석열 승이라 본다 그런데 미디어나 유튭은 끝까지 조심하자고 단일화 박빙 떠드는 거지 선거 질 거 같아서는 아니라 본다 걱정 할 거 1도 없다 윤석열 완승으로 끝난다,0
2022-02-23,이재명 당진가서 석탄연기 마시면서 수도권 사람 행복하게 해줄때 수도권 사람 충청도에 뭐해줬냐 자기가 수도권 단체장이었으면서 이런 국민간의 이간질에 비해 윤석열은 목포에가서 대구가 잘되는 것이 목포가 잘되는 것입니다 국민통합을 강조,0
2022-02-23,어 우리집 양이가 왜 저기있지,0
2022-02-23,그동안 알려진 정황들만 종합해도 김건희의 주가조작 범죄는 의혹이 아닌 사실이다 검찰만이 그 사실을 뭉게고 있을 뿐이다 따라서 김건희 주가조작 범죄를 포괄적으로 보면 주범은 김건희 검찰과 윤석열은 공범이다,0
2022-02-23,윤석열은 지금까지 올라온것만으로도 기적아니냐,1
2022-02-23,대선 야간열차 도이치 모터스 최초 보도 심인보 기자 출연 거기에는 김건희 계좌 깐 내역 있다 윤석열 후보님 제 아들에게 왜 이러세요 #선라이즈는누구겁니까 출처,0
2022-02-23,선제타격부르짖는 윤석열 당신에게 맡길 미래는 없다,0
2022-02-23,이번 윤석열 선거포스터 및 상징색 참 잘 고른 듯 시뻘건 국힘당색에 대한 거부감 있는 사람도 많은데 흰색 하늘색 섞어서 부드러운 느낌 중도 통합 이미지가 시각적으로도 전달된다,1
2022-02-23,이재명 윤석열 누가 돼도 #39 세금 대출 완화 #39 quot 절세용 급매물 노려라 quot,0
2022-02-23,아름 다운 대선 윤석열 대통령 가고보자 오늘도 멋진 하루,1
2022-02-23,김건희 목덜미 잡은 인물은 상주 무속인 방문 무속인이 직접 증언해 강진구 법정 TV토론 관전평 여야 자화자찬 평가 최민희 김용남 김어준의 뉴스공장 #윤석열 #김건희 #김건희목덜미잡은놈수행원이아니라무속인 #김건희가캠프인사할때관상보는게필수ㅋ,1
2022-02-23,전쟁나면 환율 붕괴 증권가 1500원 넘는다 다음뉴스 기레기들아 전면전이 발생하면 15000원이 된들 무슨 소용이냐 지구가 공멸할 수도 있는데 돈이 무슨 소용이냐 너희들이 빨고있는 윤석열이 되면 우리나라가 바로 전쟁터가 된단다,0
2022-02-23,대장동 개발사업 때는 윤석열이 대구지검에서 깡치사건 수사할 때 아니야,0
2022-02-23,ㅋㅋ 대장동 때 지방 검사실에서 일이나 하던 윤석열 후보가 100 책임이면 이재명 너는 10000000 책임이다 새꺄 대장동 설계 결재 다 한 새끼가 어디다 허위사실 유포하는 거야,0
2022-02-23,송영길 윤석열 키운 건 문재인 대통령 문재인 대통령이 키운 대통령 후보이면 무조건 2번,1
2022-02-23,dobioi 김건희 선수 2명에 계좌맡겨 40억 매수 윤석열 해명과 달랐다 5개 계좌 선수 2명과 김씨가 직접 거래 범죄일람표에 284회 등장 윤 후보 측 증거라면 진작 기소했을 것,0
2022-02-23,윤석열 캠프 조직 총괄 이영수 회장 10년 전부터 신천지 탈퇴자 관리 국실련 2009년 송년의 밤 사진에 놀랍게도 신천지 이만희 총회장 이영수 회장 원희룡 국민의힘 선거대책본부 정책본부장 등장 국실련은 이명박 대통령 당선에 기여한 조직으로 평가,1
2022-02-23,전북 지역구 이용호 윤석열 이 시대의 호남 정신에 가장 부합하는 후보 출처 세계일보 네이버 뉴스,1
2022-02-23,윤석열 자신 있나 이재명 대장동 의혹 윤석열 몸통 100 확신 자꾸 거짓말하지 말고 있는 자료 가지고 객관적으로 1 1 토론이라도 하자 주제 시기 방식 본인들 마음대로 정하고 특검은 반드시 누가 되든 해서 끝까지 파헤쳐서 책임져야 한다,0
2022-02-23,지금 같은 추세면 앞으로 달포면 모두 오미크론에 걸렸다 다 낫겠다 윤석열대통령 취임식은 마스크 벗고 광화문에서 성대하게 할 수 있겠는 걸 2019년 삼일절 처럼 우리가족도 있었는데 D구역에,0
2022-02-23,역전됐다 이재명 상승세 윤석열 하락세,0
2022-02-23,박근혜를 겪고서 트럼프가 미국에 어떤 데미지를 입혔는지 보면서도 윤보다 이를 싫어서 윤이 뽑히건 말건 이에는 표를 안 던지겠다 그 심정 이해 되는데요 후회할 거에요 이명박과 박근혜는 그나마 눈치라도 봤거든요 근데 윤석열은 안 볼거에요,0
2022-02-23,윤석열이랑 토론하는 꿈을 꿨다 스피드 데이팅같은 시스템이었는데 아무리 파트너 체인지를 해도 계속 윤석열이 나오는 거야 무슨 주제가 나오든 빙글빙글 웃기만 하는데 나중엔 숨이 막혀서 의자에서 내보내달라고 몸부림을 치다가 깸,0
2022-02-23,윤석열 장모 최은순이 몇몇 언론사를 벼르고 있답니다 이명박 때도 네이버는 접수했고 MBC는 다음이라는 얘기 후에 그들이 얼마나 철저히 언론을 유린했고 우리는 망가진 언론을 지금까지 겪고 있죠 #윤석열퇴출구속기소중죄,1
2022-02-23,노무현 사위 좌파 수사 개시 타이밍 국정원 문건 충격적 노무현 분향소 훼손한 사람이 고발한 수사 누구 지시인가 MB때 승승장구한 윤석열 누구 지시 받았나 국정원 사찰 문건 21건에 모두 윤석열 등장 윤석열 좋아한다면 행동으로 보여라,0
2022-02-23,쓰다보니 지난번에도 했던것같군요 답답해서 그렇습니다 답답해서 투표일 전날 안철수와 윤석열이 악수하는 모습이 예상됩니다 그리고 48 이상의 득표로 윤석열이 대통령이 될거라 봅니다 한동훈이 중앙지검장되고 2년뒤 검찰총장됩니다 한동훈 검찰총장 ㅎㅎㅎ,0
2022-02-23,이재명을 알면 안 찍을 수 없고 윤석열을 알면 찍을 수 없다,0
2022-02-23,소름돋는 윤석열의 커피 한 잔 1805억 원짜리 대장동 커피를 보면 안철수 단일화 커피가 보인다 via,1
2022-02-23,저도 집에 고양이를 키우다 보니 신경이 쓰이더라고요 그래서 요즘같이 날 추운날은 싫어요,1
2022-02-23,제목 일단 속시원하네 이낙연 망치 눈엔 못만 보여 윤석열 걱정보다 더 무식 난폭 위험 다음뉴스,0
2022-02-23,조재연 기자회견 보면서 귓가에 그녀의 목소리가 계속 맴돈다 윤석열 장모 최은순 돈 싫어하는 판사 보셨어요,1
2022-02-23,한심 그 자체 투표날까지 신천지 타령만 하다가 끝나길 대법관부터 신천지 까지 레파토리 한번 버라이어티하네 대장동 몸통도 윤석열이라고 뒤집어 씌우더니 신천치 교주가 윤석열이라고 지르지왜,0
2022-02-23,이영수 회장 윤석열 신천지 연결고리,0
2022-02-23,강진구의 인사이트#49회 윤석열은 대선후보가 아닌 검찰조직 흔든 피의자로 수사받아야 초대손님 양부남 전 부산고검장 출처,1
2022-02-23,대통령 선거 13일 남았어 빨리 윤석열 후보가 당선 되고 아수라판 정리되기를,1
2022-02-23,윤석열 기득권자들은 이럴 줄 알고 헌법에 대통령 연임제를 막았던 사람들이다,1
2022-02-23,단독 윤석열 캠프 조직 총괄 이영수 회장 10년 전부터 신천지 탈퇴자 관리 신천지 이슈 때마다 계속된 이영수 연락 명절 때마다 용돈 줘가며 관리 양심선언,1
2022-02-23,윤석열 캠프는 신천지 그 자체다 반드시 떨어뜨려야 한다,0
2022-02-23,진짜 어이 없는 게 이 정권도 마음에 들지 않긴 한데 정권 심판 한다고 저쪽 당에서 들고 나온 사람이 윤석열이라는 게 너무 코미디임,0
2022-02-23,단독 김종인 단일화 끝난 것 아닌가 윤석열이 제안 받았어야 다음 뉴스,0
2022-02-23,산책 앞두고 발동동 구르는 톨이 쌍꺼풀진 눈이 무척 예쁜 톨이가 귀여워요,1
2022-02-23,윤석열 후보님 제 아들에게 왜 이러세요 #선라이즈는누구겁니까 출처,0
2022-02-23,저때 이준석이 윤석열 똥볼찰때 지하철 민심부터보라고 얘기할때죠 저날이후 여가부폐지나오고 저도2030도 돌아옴,1
2022-02-23,윤석열 30만 조직 달인 이영수 뉴한국의힘 회장 조직지원본부장으로 영입 출처 온나라경매 블로그,0
2022-02-23,아오 발 회사앞에 윤석열버스와서 ㅈㄴ시끄럽게하는중,0
2022-02-23,안철수와의 단일화에 확실하게 재 뿌리고 사전투표 독려해서 부정선거 세력에게 윤석열 갖다 바치고 이준석이 부여받은 특급 비밀 임무가 착착 진행되고 있다,0
2022-02-23,대장동 그 분인 판사의 일방적인 입장만 내보내는 언론도 기자회견에 지 이름이 있는 것도 몰랐다고 했는데 저런 기자회견을 외우라고 계속 내보냄 대장동 그분은 판사가 아니라고 외우나 봄 그분이 안 된 이유는 윤석열이 수사를 막았으니까 이전에 유죄가 아니라 나는 문제없다는 판사,0
2022-02-23,왜곡 선동 정치공작으로 내로남불 위선의 극을 달리는 조국같은 인간을 예수 화 하였고 소신대로 자기 일을 열심히 할 뿐인 공무원 윤석열을 천하에 잡것 죽일놈으로 악마 화하는 걸 보면 진영이라는 게 얼마나 사람 바보로 만드는 것이며 진보라는 인간들이 얼마나 개차반인지 알수 있었다,0
2022-02-23,윤석열과 이명박 그리고 민주당,0
2022-02-23,윤석열 후보님 제 아들에게 왜 이러세요 #선라이즈는누구겁니까 출처,0
2022-02-23,이인제 박주선이 윤석열 지지선언을 할거 란다 아직도 코로나 바이러스처럼 살아 남아서 나라의 미래에 X물을 끼얹는 원조 철새들 참 인생 더럽게 산다,0
2022-02-23,윤석열같은 빈깡통이 나라를 위기로 몰아 넣었다,0
2022-02-23,옥수동 하수구에서 구조된 옥깽이 아니 아깽이 임명장 딸랑 후보보단 여리,0
2022-02-23,이 와중에 윤석열 이준석 3차 결별 하면 졸라 웃기겠다,1
2022-02-23,시인후 반성까지 윤석열,0
2022-02-23,대전 찾은 송영길 윤석열 105석으로 아무 것 못해 맹공 출처 지금 하던 것 보다 더 심하게 180석으로 온갖 해악을 끼칠것임,0
