Datetime,text,label
2022-03-08,하 ㅈㅁ이냐 소신투표냐,0
2022-03-08,자업자득 여러 번 심에 소신 투표했지만 몇 년간 정나미 다 떨어짐,0
2022-03-08,오래된 갈등 비판적 지지 vs 소신투표 일단 투표장으로 간다,0
2022-03-08,선거 이야기는 되도록 하지 않으려고 했는데 누굴 찍어도 좋아요 자신의 소중한 한 표를 행사합시다 많은 피와 고통속에 쟁취한 투표권이라는 사실을 알아주세요 전략투표 소신투표 상관없습니다 우리의 목소리를 들려줍시다,0
2022-03-08,나도 내 표가 2번표 막는데에 쓰일 줄은 몰랐는데 소신투표 하기엔 진짜 최악의 빌런이 너무 굳건해서 하 이 상황도 졸라 이해안감 이게 나라냐,0
2022-03-08,근데 그땐 소신 투표하던 심상정 표들을 이번엔 막산놈이 박박 긁어갔더라고요 거기다 그땐 촬이 완주 했는데 이번엔 빠져서 짜증 나지만 그거보단 쪼금 더 나올수도 있을거 같아요,0
2022-03-08,이명박 박근혜 시절 나라가 망가진게 대통령탓만은 아니다 거기에 동조한 국회의원들 탓도 크다 그 사람들이 아직도 국회의원을 하고 현정부 사업에도 브레이크를 많이 걸었다 대통령 밀어준다고 덮어놓고 민주당 찍었는데 민주당이 배신을 했으니 다음 국회의원 선거는 진짜 소신투표 해야할 듯,1
2022-03-08,소신투표를 멍청한 선택으로 내려치는 인사들 보면 해일이 밀려오는데 조개나 줍고있다 던 20년 전부터 한발짝도 나아가지 못했구나 싶다 이런식의 전략투표가 이어지면 다음 대선에서는 결국 진보정당이 담론에 참여하지 못하는 사태로 이어지겠지 윤석열 당선보더 더 끔찍한 일이라고 생각해,0
2022-03-08,문재인 대통령 지킨다는 말은 개소리다 문대통령은 단 1의 흠결도 없다 안심하고 정직한 후보에게 소신투표 하면된다,0
2022-03-08,근데 왜 다들 개표방송 보고 울 거라고 생각함 한녀들도 본능적으로 느끼는 건가 여자끼리 뭉치자 해도 좆도 말 안 듣고 소신투표 하겟다고 고집 부리고 남초 가서 여왕벌짓이 좋아서 여자 버리는 년들 때문에 질 거라는 거 다들 예상하는 거야 뭐야,0
2022-03-08,소신 투표하고 싶었지만 그 사람이 되면 벌어질 상황들이 공포라서 마음 돌림,1
2022-03-08,애들아 애국했다 새벽에 투표소왔는데 소신투표하려다가 할머니할아버지들이 많아서 최악을 막기로 결정했다 오늘 하루 애국자다,0
2022-03-08,투표율이 왜 중요한지 새삼 느껴진다 모두가 소신 투표하면 하향지원의 이유도 없어지니깐,0
